id,current_ma,dispositivo,err_code,power_mw,time_inserted,total_wh,voltage_mv
f38cb3f0-7076-4d4a-ba86-ff931444ebad,189,,False,32228,2024-04-07 23:37:15.269+0000,69,121585
73409a1b-7873-46e6-8961-5f2ae3bfbc21,362,,False,42618,2024-03-23 13:58:39.340+0000,160,115499
24cdaa5e-fd6c-4f53-b299-cf77c36a4ec7,390,,False,19148,2024-04-07 22:05:11.861+0000,19,118151
1fbefdfc-fd0f-432d-807e-c04be6e5ac20,341,,False,46831,2024-04-09 20:24:02.889+0000,117,115597
8d6c728c-b9f4-40f0-a104-5cb12e6a9bd1,454,,False,52176,2024-03-23 12:52:10.519+0000,104,114091
d7a4bff8-59fb-4e12-ae24-702a7f91541b,286,,False,48235,2024-04-09 20:18:52.562+0000,113,115700
f89c46c6-ced0-47e7-a5a2-0f753f06498e,388,,False,24142,2024-04-09 20:14:41.505+0000,110,115928
8bce00a7-6be9-422c-9300-3fa7f771574e,393,,False,32781,2024-04-09 20:46:44.454+0000,131,115857
1ae8f172-5ae8-4d0e-a24c-57896e411d72,242,,False,21607,2024-04-10 04:08:37.485+0000,174,118280
83ae9dfc-650d-4513-b356-e8d6819bb531,210,,False,17005,2024-03-18 17:56:20.673+0000,109,120322
2d64bb22-192a-4c50-bbbf-fe4d724c764e,400,,False,17951,2024-04-07 23:01:58.833+0000,50,120633
a6a79377-5404-47ce-abae-3f0c14529333,337,,False,28917,2024-04-10 04:19:41.684+0000,181,117907
7ae60746-d5b3-4269-a600-ffe114f73ff2,236,,False,34303,2024-04-07 22:34:53.525+0000,36,119449
a151d44c-e0ba-41bd-b15d-1901c66dea8a,177,,False,30205,2024-04-10 04:26:00.348+0000,184,118220
3e0f9700-47aa-4d3d-999d-589e2ff200b7,366,,False,28453,2024-04-07 23:34:04.710+0000,68,121057
55391cf8-0584-4dc9-b202-7c908a3f2b1d,332,,False,34023,2024-04-07 22:14:18.006+0000,24,118808
ea11ef36-ba98-4934-bf51-b2507ea7d596,357,,False,39336,2024-03-23 13:50:03.471+0000,153,114750
246338eb-e861-4b63-b48d-3ffd293d2e10,261,,False,35025,2024-04-07 23:00:10.601+0000,49,120520
4373a9b5-cc40-46fe-b11d-3db9f2612b35,383,,False,40167,2024-04-07 22:51:10.661+0000,44,117995
8cba66a7-d227-4bc2-950e-c1c342eda7dd,340,,False,21219,2024-04-10 04:09:23.332+0000,175,118335
e9581340-9948-4e78-88a9-33c534ce38d2,510,,False,40448,2024-04-09 20:39:01.662+0000,126,116755
4211edee-33eb-4d76-a76f-adb540b7ddb6,278,,False,22921,2024-04-10 03:57:16.444+0000,168,118256
122fdcf0-ece9-430e-9d12-56aefa54e8b1,213,,False,19970,2024-03-23 11:00:32.310+0000,45,115251
b131515c-da21-4184-96cc-9ff22fb23ba8,252,,False,41627,2024-04-09 20:42:18.367+0000,128,116014
f46b31b2-c15f-4543-9676-065483c0a296,377,,False,19932,2024-04-09 19:56:12.724+0000,101,116899
2a719e11-56af-4f26-9df6-0977978b3d95,582,,False,44621,2024-03-23 13:28:25.023+0000,136,113950
5df8fea9-1eee-4714-8e4e-797bf61a0ede,298,,False,29236,2024-04-07 21:51:17.425+0000,11,119094
073e5db5-4134-4f80-8459-f91e05f76335,224,,False,37225,2024-04-07 22:49:22.917+0000,43,118524
a0685f02-2ffa-473c-9f4e-404a18ab0546,229,,False,31703,2024-04-07 23:07:54.578+0000,54,119778
a70b44dd-4ce1-4ce5-9e01-eac57b2ed48c,283,,False,31720,2024-04-07 23:04:43.937+0000,52,120201
eb893f09-6d64-4b8e-aeb2-442f1b1aae32,282,,False,33439,2024-04-10 03:58:18.474+0000,169,118484
c83d7013-52f3-45f7-9a5f-07672c872975,306,,False,21930,2024-04-10 03:39:33.202+0000,156,116766
19bcef60-46bc-403b-be75-dec2c8f47d92,149,,False,37166,2024-04-10 04:11:47.237+0000,176,118105
fa866b74-b1e5-4152-b4f1-830399b778f0,530,,False,72211,2024-03-23 13:13:44.635+0000,123,115175
22a08869-97e3-4e62-a4bc-904cdf306a13,447,,False,53731,2024-03-23 13:07:37.284+0000,117,116593
7aa3ae87-87cd-405f-9f0a-e3579ed2a761,490,,False,38516,2024-04-09 20:03:43.938+0000,105,117171
4f5240c8-b4a9-4d65-a477-7322f1d127b4,278,,False,29744,2024-04-09 20:37:25.936+0000,125,116597
f2eb5e7a-f015-4ef5-bb7b-ed30fd6d917e,275,,False,21653,2024-04-09 20:39:17.965+0000,126,116709
0b4c9276-a7ad-409f-b222-61e582e8138b,281,,False,18337,2024-04-07 22:59:32.517+0000,49,120234
e5fab5b9-b875-4994-8e17-d95aea49a6d5,522,,False,63898,2024-03-23 13:08:08.751+0000,118,115582
00ed96c6-5a97-4bad-97b5-d284cea58a72,275,,False,42364,2024-04-07 23:36:24.073+0000,69,121209
99fcf094-97be-43a8-8c9d-7c5036cb5462,277,,False,27633,2024-04-07 23:05:47.625+0000,52,120070
9b381ac7-c210-4714-8905-782a4ff4ff38,292,,False,44556,2024-04-09 20:14:15.997+0000,110,115801
e22bed7b-efff-4070-af23-dda1a9619a55,375,,False,22912,2024-04-09 20:14:32.265+0000,110,115907
75c359e8-748b-46ea-a78e-87c450602ddc,321,,False,40005,2024-04-09 20:15:32.796+0000,111,116523
36de43b8-8a0f-4cac-bb95-0b6241932a9e,427,,False,41089,2024-04-10 04:14:05.853+0000,177,118177
46875874-93e3-4acf-a770-0902cafb5552,232,,False,27483,2024-04-10 03:57:44.016+0000,168,118169
4fbeecd1-b7d7-4cc1-a7f0-ce82c3a627c5,704,,False,76317,2024-04-10 03:08:55.094+0000,145,117007
5aaee6d2-932e-4838-b1f9-76f1078ce56b,245,,False,25031,2024-04-07 22:36:35.242+0000,37,118306
df5a2267-160b-4ed5-87e6-70cdc3b68a48,387,,False,40779,2024-03-23 13:33:59.279+0000,141,113830
d81eac34-b915-46d6-aab7-8b5bd51d794e,256,,False,33048,2024-04-10 03:55:01.497+0000,167,118159
83a0337a-c6cb-42f4-aafa-a1e94dfd54bc,330,,False,36993,2024-04-07 23:06:50.736+0000,53,119508
340f501f-5c20-4022-b40c-9749757aaaed,168,,False,20932,2024-04-07 23:09:10.369+0000,54,120091
d1d36e25-5f95-42c7-90bd-177a1536f471,221,,False,40106,2024-04-07 22:15:59.429+0000,25,119002
b4decae4-3f43-45c4-8d8e-dbe49877ed48,430,,False,44756,2024-03-23 14:01:17.411+0000,162,115593
2d833b26-d0c9-4e4f-8ea9-c669fbd4f653,345,,False,29197,2024-04-10 03:51:04.197+0000,164,118160
f4ff52d8-5f8c-4bcb-b3bd-d077ba8950b0,234,,False,19818,2024-04-07 22:19:30.357+0000,27,118851
431e9aa4-2712-4979-bfe6-09b69088b9c3,311,,False,22231,2024-04-07 21:52:08.017+0000,11,120142
e1e6f272-3643-43c6-a8d6-34ada3fe1d88,322,,False,17354,2024-04-07 22:35:18.781+0000,36,119607
d159f7d8-75f3-466e-97d7-9a70fcde758d,431,,False,38475,2024-04-09 20:29:07.410+0000,120,115916
7428253b-a8dc-4d4f-9c74-ac2ee15a7e2c,491,,False,49827,2024-04-08 08:24:24.390+0000,6,127211
2d923d33-4a18-4d1e-b70a-10f0088c4d52,305,,False,36429,2024-04-07 23:43:02.082+0000,74,121062
8f89d170-2f03-432f-81d8-785c22d70a24,359,,False,39079,2024-03-23 13:49:06.963+0000,152,115088
2b27217d-9855-49cf-92c9-4ce780ea7a31,279,,False,41886,2024-04-10 04:01:58.885+0000,170,119522
20ee4a5f-691e-4a6e-a66b-748572b55286,280,,False,25077,2024-04-07 21:28:38.067+0000,1,117790
7f6068e1-b322-4ff6-b479-d4a94033385e,179,,False,37273,2024-04-10 04:05:52.425+0000,173,119128
d2998bcc-12c0-4e18-bb25-7a4881be1d53,394,,False,34317,2024-04-09 20:37:30.500+0000,125,116616
a17dcdf4-b6ee-4280-a7bc-54ba04fd3407,151,,False,36724,2024-04-10 04:05:56.957+0000,173,119174
5e1fa732-6b47-423f-9cfd-865d7f4750e9,417,,False,31204,2024-04-07 22:14:24.306+0000,24,118754
8c76cfdc-be36-45e6-aceb-8e4048966e45,426,,False,44494,2024-04-07 23:45:04.961+0000,75,120887
644eebc7-6fe9-4828-9026-5b9e0fe7374c,180,,False,17378,2024-04-07 21:33:42.724+0000,4,118813
72a254c4-7706-45cf-b23c-fc5ba271fa36,356,,False,42063,2024-03-23 13:42:42.819+0000,148,115128
4590f41d-d619-4b04-be51-2441f8a0f791,370,,False,34956,2024-04-09 20:45:41.445+0000,131,115827
6aa4efec-68ff-4760-bada-28bb99bf14fa,309,,False,42144,2024-04-07 21:58:46.137+0000,15,118558
24857566-7000-494a-a3c8-d8c93263cdc9,535,,False,44164,2024-04-09 21:41:07.504+0000,157,117519
ac51dad5-f65e-45ff-b0af-4d6914a20432,194,,False,20832,2024-04-07 23:09:35.481+0000,54,120115
17e5c1e5-cc09-41d3-9735-ec979c36344f,253,,False,19021,2024-04-07 22:10:35.905+0000,22,118192
5c34d814-cfc9-4711-a6fb-a791b8f5ca8f,250,,False,21379,2024-04-10 04:08:28.326+0000,174,118352
6b1a05f7-9fc4-41dc-8e7f-8aa45c3a4500,319,,False,57215,2024-04-09 20:36:56.450+0000,125,116789
1e42fc17-34af-41af-a63b-479cdf726ae1,297,,False,40134,2024-04-10 04:24:51.319+0000,183,118177
f4fc5e33-c10c-44cf-a72e-9310abc6de7b,371,,False,25976,2024-04-10 04:01:17.038+0000,170,119327
5838c93f-2c16-492f-99a1-0556104d6a6d,488,,False,61813,2024-03-23 12:50:47.711+0000,103,115137
fc488114-99b7-4316-9f38-1a1981f4954a,273,,False,29046,2024-04-09 20:34:54.076+0000,124,115827
e9c7e618-e397-474b-8f54-0575585eec68,448,,False,23497,2024-04-09 20:34:35.138+0000,124,115882
610a7085-1aae-497b-8b50-d15b1fcc21e0,313,,False,50324,2024-04-09 19:58:44.413+0000,103,116683
24cb78d6-210f-4476-bc90-e4896ee3cae3,438,,False,42681,2024-04-09 20:36:06.261+0000,125,116091
5c744d2a-38b3-4070-ab47-a4b0eb6c764d,269,,False,33060,2024-04-09 20:44:07.437+0000,129,115940
91d777b1-6f96-4c78-99c7-92580cb594f1,426,,False,43747,2024-04-09 20:45:22.687+0000,130,115808
815818d6-b848-4764-9808-f201e1cc73d4,233,,False,34737,2024-03-23 11:02:08.776+0000,46,115096
3b49c4ab-e5a0-4212-a553-f089cde07a77,358,,False,46950,2024-04-10 03:38:18.186+0000,155,117257
e79650e7-683b-4dcb-a8d7-39fd5e9a4413,576,,False,59205,2024-04-10 03:08:46.365+0000,145,117135
e26a26f5-eb38-4c73-bc8b-3fa0160f4627,377,,False,33456,2024-04-09 20:04:04.864+0000,105,117187
0a21ccc1-f7bb-43a2-99d8-3079edd54533,233,,False,29383,2024-04-10 04:19:05.408+0000,181,117858
89664f71-80e1-484d-b975-1e0c3e0650a4,431,,False,50002,2024-04-09 21:41:19.810+0000,157,117448
22826e2a-6e95-410f-9be0-1843b8e1afcc,355,,False,38655,2024-03-23 13:53:31.399+0000,156,114032
1c18e180-7239-43db-a1dd-144b168a4aa0,367,,False,40471,2024-03-23 13:05:25.059+0000,115,117083
3c57a462-be4d-4660-a657-c16b383507a8,483,,False,56296,2024-03-23 14:00:07.719+0000,161,115616
3c299ff5-1eeb-491e-9225-76eca9761fa7,225,,False,31340,2024-04-09 20:11:45.352+0000,109,116413
8e4b6a4c-4795-4c48-875a-7e5eb6a271bc,218,,False,28632,2024-04-09 20:41:59.525+0000,128,116119
85afa71d-bb58-445b-b270-b34921e787c4,400,,False,52849,2024-04-09 20:44:59.392+0000,130,115988
b50ba7be-8b5d-45d2-bc8f-4bf8a9b121e9,203,,False,24210,2024-04-07 22:40:42.281+0000,39,119384
eedd2492-9730-4978-b98d-219b0903bf99,159,,False,20329,2024-04-07 22:35:38.017+0000,36,119500
776fdc24-2e50-4262-a121-7e5047215c35,431,,False,26794,2024-04-09 20:13:52.716+0000,110,115665
f1aa0f9b-cb36-48d4-aa52-3be2be3aa597,390,,False,53826,2024-03-23 13:25:41.183+0000,134,114332
ca3e2064-b09b-4eb7-94a6-ca6ca28dcae0,194,,False,28452,2024-04-07 22:02:18.625+0000,17,118803
38d14aba-46ca-44b1-b7c2-1a028ded1fc5,453,,False,20792,2024-04-09 21:43:21.683+0000,159,116957
1597377b-5b6d-4847-a164-b9862ad027b2,391,,False,43584,2024-04-10 03:48:34.651+0000,163,117638
e6ed4705-1079-4dec-a2cf-57e9ad50b8a5,323,,False,42087,2024-04-10 04:17:05.442+0000,179,118087
698824e7-44af-44ed-b836-c6ed3b29e7ff,207,,False,20347,2024-04-07 21:52:58.281+0000,12,119097
de5d60d0-953c-4841-bdf7-27c4d0452c58,358,,False,36292,2024-04-09 20:13:43.309+0000,110,115945
0633a975-d53e-414e-8ef9-3dddbf1f5e87,325,,False,33346,2024-04-09 19:58:32.661+0000,102,116955
106e3b76-0fb5-4bd2-9eb4-1c9e921446c7,320,,False,49878,2024-04-09 20:36:32.725+0000,125,116620
a4228c70-e53b-458b-beb3-73f8651c83e6,405,,False,29424,2024-04-09 20:36:15.675+0000,125,115962
1237f2dc-aa15-4d8e-a4fc-a74b65716be5,324,,False,26063,2024-03-18 16:02:02.578+0000,60,118355
0c768c1a-0993-4f8f-9295-5b0e17ed5889,386,,False,53330,2024-04-07 22:15:21.737+0000,24,118916
9ef3c1e9-bc17-4ea0-a5bb-3040d00e03bc,301,,False,38465,2024-04-10 04:20:15.816+0000,181,118061
c791262b-d8ff-41d0-9957-d1ff4f9a7803,265,,False,27559,2024-04-07 22:40:35.969+0000,39,119236
3ee67b1f-94f0-41e8-b39a-19b6ab5c698e,521,,False,43861,2024-03-23 13:33:27.767+0000,140,113833
e4167fb8-f00d-46e0-a091-411da874d8ce,402,,False,29726,2024-04-09 20:48:58.956+0000,133,116245
fec8e70d-5142-49e6-90b8-aa662c8a7754,273,,False,40446,2024-04-09 20:47:01.049+0000,131,116250
eeaf2bbf-7302-4888-892e-8b59d00fed5c,515,,False,36253,2024-04-09 20:44:33.465+0000,129,116122
59f2c6eb-d488-4d6a-8397-254f9e2cb918,341,,False,22168,2024-04-10 04:20:38.417+0000,182,118205
8c722ca9-c4d6-4d44-b79a-fc6bec8fdf95,182,,False,17365,2024-04-10 04:12:56.364+0000,176,118127
b77baba1-dab0-463c-b65f-eb5d648b315c,430,,False,76999,2024-04-10 04:14:43.222+0000,177,118144
3c020ebe-19ee-4e0a-8958-bcd6dd537388,177,,False,31587,2024-04-10 04:20:33.919+0000,181,117985
8796961e-9c03-4e29-ae7a-aafa87b70d88,415,,False,23761,2024-04-07 22:23:08.961+0000,30,119223
fcdb5c0f-3411-4a3d-b3f9-37b166bb7265,277,,False,31523,2024-04-07 21:58:14.457+0000,14,118530
82337121-a420-4798-adfb-0b8468a13f2b,296,,False,42647,2024-04-09 20:41:21.379+0000,128,116530
62de3460-8c1e-4b7a-a9c6-caf92c542f4b,163,,False,18479,2024-04-07 21:29:40.895+0000,2,119059
83f0ce24-15c1-4e9c-8dd7-67f631c5a257,385,,False,33157,2024-04-09 20:42:25.602+0000,128,116207
362c93a4-2423-41b8-99ff-6e3d230ea3cc,644,,False,56909,2024-03-23 13:14:36.241+0000,123,115883
cb8d32b9-e2a2-4b0e-be73-411f63a0b2bc,233,,False,29126,2024-04-10 03:56:36.933+0000,168,118221
94eadd04-c032-4f5c-8a87-13e8b532e7cd,178,,False,27318,2024-04-09 20:30:21.614+0000,121,115795
1b12a99b-7b3d-484d-91a9-e31fe4ea7c7e,231,,False,42669,2024-04-09 20:33:19.288+0000,123,116063
6bb3ef76-5bc1-4500-8d4b-a124291a5d86,277,,False,21877,2024-04-07 23:04:37.637+0000,52,120221
3ba81187-47f8-4d09-8b8e-ad5d20f777fa,348,,False,39205,2024-03-23 12:59:32.513+0000,110,116357
09fa93b8-0959-4c50-a39d-2161b8100fce,552,,False,69451,2024-04-10 03:09:14.840+0000,145,117182
b4faa207-ac30-4fda-b8aa-306d8a1b6742,176,,False,19323,2024-03-23 11:19:38.904+0000,55,115705
7993b6cd-60c3-4675-a05e-d6d59a931bc8,277,,False,23468,2024-04-10 04:08:00.912+0000,174,118237
0e75c9b2-2f12-4473-a004-b37ac63d46fb,473,,False,33825,2024-03-06 08:37:27.748+0000,1,126203
bcb6a788-4a11-4a85-8edd-3e249db19980,192,,False,40397,2024-04-10 04:07:26.753+0000,174,118238
0ba2de0f-2796-46c8-a36c-a17b8c0fca9a,275,,False,46593,2024-04-09 20:22:14.340+0000,116,115398
4693abd7-9a9e-4266-a1b8-e50475faaf14,372,,False,50432,2024-04-10 04:04:09.665+0000,172,118969
54955094-1400-43a7-9def-c4ea2b76a69e,383,,False,29195,2024-04-10 03:54:47.851+0000,167,118145
5ff35cae-263c-446d-885c-ce3058a76a05,339,,False,51027,2024-04-09 21:40:41.375+0000,157,117375
3baf573e-f678-41a2-b811-770fcdff79b5,433,,False,30746,2024-04-09 20:41:07.009+0000,128,116656
d3506f63-06ba-4a98-bbea-7d73e4ea611d,162,,False,17714,2024-04-07 21:53:48.917+0000,12,119173
48f6e377-5b3b-4215-82ab-3b449f5e1e1c,382,,False,22016,2024-04-09 19:55:51.469+0000,101,116762
21040c3a-76c4-404b-994b-a7ada48ffba9,312,,False,23844,2024-04-09 20:43:00.827+0000,129,115826
d7cd119a-25a1-486f-a995-a412842ba892,451,,False,64491,2024-03-23 10:59:32.260+0000,44,115470
63969b95-c85a-4669-998c-ae161139a7e3,502,,False,40706,2024-04-07 23:41:24.777+0000,73,120952
54173d15-7daf-4c47-9d25-18c3e6d2e9d9,462,,False,39099,2024-04-09 20:17:13.526+0000,112,115667
b27275fc-0e4e-4d5b-b782-ad1531517793,215,,False,29302,2024-04-07 22:53:18.053+0000,45,119228
c1f050d4-7c71-46ac-94c4-f7ae4672883f,293,,False,37193,2024-04-10 03:55:10.707+0000,167,118186
642fc3c2-1af8-458c-a798-35dfc6cbfd48,159,,False,19503,2024-04-07 22:38:04.037+0000,38,119597
a79d8a3f-7d5d-4723-abb7-011b63c05331,278,,False,50041,2024-04-09 20:21:38.293+0000,115,115472
a1b57b93-c03d-4ca9-b810-82318351672b,477,,False,52833,2024-03-23 11:17:22.360+0000,53,115160
c44485dc-2fd4-41d1-9126-4e760b49f4bc,313,,False,30601,2024-04-09 20:26:23.056+0000,118,115708
3e9c4ac7-6d1f-43be-b3b7-1002379b3f9e,486,,False,55605,2024-03-23 14:00:20.304+0000,161,115855
95fe2808-63ea-4c81-9f19-ed8168a50afd,219,,False,20216,2024-04-10 03:39:24.016+0000,156,116857
41bae407-ddd9-4ce9-b8f1-8811c2a7f65e,296,,False,32172,2024-04-09 20:21:49.545+0000,115,115467
e12edd5a-b1bc-4eb7-acbf-1e9389034a69,424,,False,34199,2024-04-09 20:14:01.952+0000,110,115762
42766c23-11bf-4b59-ba21-0e0448938220,452,,False,26771,2024-04-09 20:30:54.482+0000,121,115730
ab95ce92-722f-4b29-a22f-97565400a76e,515,,False,44926,2024-03-23 13:09:24.471+0000,119,114984
dfa48097-d002-4c4f-b4cd-c471b1b1121d,388,,False,20165,2024-04-09 20:39:41.227+0000,127,116712
d68a5c68-8872-4c08-a43c-835b6b5665ed,343,,False,22921,2024-04-10 03:57:18.700+0000,168,118345
82e54610-7282-40ac-bd00-4e27447770ad,431,,False,56275,2024-04-10 03:41:18.818+0000,157,117448
62af179c-8a2d-4941-9fa0-7b0453ad2c11,346,,False,44993,2024-03-23 13:02:41.131+0000,113,116195
90c5fe5a-1b5f-401d-b59d-c05716d7eccf,269,,False,27265,2024-04-09 20:39:50.857+0000,127,116593
87a6c406-6a90-41e8-9af0-6888ef5a86ff,375,,False,39790,2024-04-09 20:30:09.945+0000,121,115858
4a2fbf44-d49a-479c-9803-84e9ebacb195,453,,False,62900,2024-04-10 04:16:00.863+0000,178,117851
eeff1909-02b9-411a-999d-2e5e380d9be0,250,,False,20104,2024-04-07 23:04:24.978+0000,52,120489
8c3586b6-25bb-4a53-ae93-f9bbb180121d,313,,False,51304,2024-04-09 20:46:37.364+0000,131,115871
eea36db4-128c-4c83-88c1-9dfbfe733fe1,404,,False,60597,2024-04-07 23:43:41.058+0000,74,120704
572fc928-4d63-4164-a666-abd37ae9bcc8,266,,False,27869,2024-04-10 03:50:29.419+0000,164,118129
0eb3cbdc-ebc3-4f56-8a7f-235155b874d6,277,,False,29135,2024-04-07 22:12:11.017+0000,23,118845
